"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"CSFSF","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CASH STORE FINCL SVCS INC","Canada","Cash Store Financial Services, Inc. (The)"
"CSGH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CHINA SUN GRP HIGH-TCH CO","China","China Sun Group High-Tech Co."
"CSGKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CREDIT SUSSIE GROUP ORD","Switzerland","Credit Suisse Group"
"CSHB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","COMMUTY SHORES BANK CORP","USA","Community Shores Bank Corp."
"CSHEF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","CHINA ENTERPRISES LTD","Hong Kong","China Enterprises Ltd."
"CSHX","OTC Link","27/10/2015","OTCQB","N","Common Stock","","CASHMERE VALLEY BANK","USA","Cashmere Valley Bank"
"CSIOY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CASIO COMPUTER UNSP/ADR","Japan","Casio Computer Co., Ltd."
"CSKD","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CHINA SKYRISE DIGITAL SVC","China","China Skyrise Digital Service, Inc."
"CSKL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CATSKILL HUDSON BNCRP INC","USA","Catskill Hudson Bancorp, Inc."
"CSLI","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","CRITICAL SOLUTIONS INC","USA","Critical Solutions, Inc."
"CSLLY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CSL LTD SP/ADR","Australia","CSL Ltd."
"CSNG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CHINA GINSENG HLDGS INC","China","China Ginseng Holdings, Inc."
"CSNVY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CORBION NV UNSP/ADR","The Netherlands","Corbion NV"
"CSOC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CADUCEUS SOFTWARE SYS CRP","USA","Caduceus Software Systems Corp."
"CSOL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CHINA SLR&CLN ENGY SLTNS","China","China Solar & Clean Energy Solutions, Inc."
"CSQSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","COMPANHIA ENGR S/ADR","Brazil","Companhia Energetica De Sao Paulo"
"CSRH","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","CONSORTEUM HOLDINGS INC","Canada","Consorteum Holdings, Inc."
"CSRLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CSR LTD ORD","Australia","CSR Ltd."
"CSSI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","COSTAS INC","USA","Costas, Inc."
"CSSV","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","CASPIAN SERVICES INC","USA","Caspian Services, Inc."
"CSSXF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CHINA SINGYES SOLAR T/HLD","China","China Singyes Solar Technologies Holdings Ltd."
"CSTI","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","COSTAR TECHNOLOGIES INC","USA","Costar Technologies, Inc."
"CSTNL","OTC Link","27/10/2015","OTC Pink Current","N","Exchange-Traded Fund","","ISHARES VII PLC CORE S&P","","IShares VII PLC"
"CSTU","OTC Link","27/10/2015","OTCQB","N","Common Stock","","COLORSTARS GROUP","Taiwan","ColorStars Group"
"CSTW","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CENTRAL STEEL & WIRE CO","USA","Central Steel & Wire Co."
"CSUAY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CHINA SHENHUA EN UNSP/ADR","China","China Shenhua Energy Co., Ltd."
"CSUWF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ENERCARE INC ORD","Canada","Enercare, Inc."
"CSVGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CHINA OVERSEAS GR UNS/ADR","Hong Kong","China Overseas Grand Oceans Group Ltd."
"CSVI","OTC Link","27/10/2015","OTCQX U.S. Premier","N","Common Stock","","COMPUTER SVCS INC","USA","Computer Services, Inc."
"CSVN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CASSIDY VENTURES INC","USA","Cassidy Ventures Inc"
"CSWG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","SEN YU INTL HLDGS INC","China","Sen Yu International Holdings, Inc."
"CSWYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CHINA SHINEWY P UNSP/ADR","Hong Kong","China Shineway Pharmaceutical Group Ltd."
"CSXXY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CARSALES.COM LTD UNSP/ADR","Australia","Carsales.com Ltd."
"CSYJF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CCSE GLOBAL LTD","Singapore","CSE Global Ltd"
"CSYJY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CSE GLOBAL LTD UNSP/ADR","Singapore","CSE Global Ltd"
"CTAGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CAPITA GROUP PLC","United Kingdom","Capita PLC"
"CTAGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CAPITA PLC UNSP/ADR","United Kingdom","Capita PLC"
"CTAIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CP LOTUS CORP ORD","Hong Kong","CP Lotus Corp"
"CTBG","OTC Link","27/10/2015","OTCQB","N","Common Stock","","COIL TUBING TECH INC","USA","Coil Tubing Technology, Inc."
"CTBK","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CITY BANK WA","USA","City Bank (Lynnwood, WA)"
"CTBP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","COAST BANCORP","USA","Coast Bancorp"
"CTCLY","OTC Link","27/10/2015","OTCQB","N","American Depository Receipts","","IFM INVESTMENTS S/ADR","China","IFM Investments Ltd."
"CTDH","OTC Link","27/10/2015","OTCQB","N","Common Stock","A","CTD HOLDINGS INC","USA","CTD Holdings, Inc."
"CTDN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CAPITAL DIRECTIONS INC","USA","Capital Directions, Inc."
"CTDT","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CENTAURUS DIAMOND TECHS","USA","Centaurus Diamond Technologies, Inc."
"CTGO","OTC Link","27/10/2015","OTCQB","N","Common Stock","","CONTANGO ORE INC","USA","Contango Ore, Inc."
"CTGSP","OTC Link","27/10/2015","OTC Pink No Information","N","Preferred Stock","","CONN NATURAL GAS 8 PFD","USA","Connecticut Natural Gas Corp."
"CTHZ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CANCER TREATMNT HLDGS INC","USA","Cancer Treatment Holdings, Inc."
"CTIG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","A","CTI GROUP (HOLDINGS) INC","USA","CTI Group (Holdings) Inc."
"CTIHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CHINA TAIPING I/H UNS/ADR","China","China Taiping Insurance Holdings Co Ltd."
"CTIX","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CELLCEUTIX INC","USA","Cellceutix Corp."
"CTJHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CITIC RES HLDG UNSP/ADR","China","Citic Resources Holdings Ltd."
"CTLE","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","NANO LABS CORP","USA","Nano Labs Corp."
"CTLR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CONTL RESOURCES INC","USA","Continental Resources, Inc."
"CTMLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CORPORATE TRAVEL MGMT LTD","Australia","Corporate Travel Management Ltd"
"CTMQF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NEWCASTLE GOLD LTD ORD","Canada","Newcastle Gold Ltd."
"CTNR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CENTRAL NATURAL RES INC","USA","Central Natural Resources, Inc."
"CTON","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","SECOND STREET CAPITAL INC","USA","Second Street Capital, Inc."
"CTOP","OTC Link","27/10/2015","OTCQB","N","Common Stock","","CEETOP INC","China","Ceetop, Inc."
"CTORF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","CREATOR CAPITAL LTD ORD","Bermuda","Creator Capital Ltd."
"CTOT","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CORNERSTONE BANCORP (SC)","USA","Cornerstone Bancorp"
"CTPCY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CITIC LTD S/ADR","China","Citic Ltd"
"CTPNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CORTEX BUSINESS SLTNS INC","Canada","Cortex Business Solutions Inc."
"CTPPO","OTC Link","27/10/2015","OTC Pink No Information","N","Preferred Stock","","CENTRAL MAINE PWR 6 PR","USA","Central Maine Power Co."
"CTPTY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","COMPANHIA TRN PLSTA S/ADR","Brazil","Companhia de Transmissao de Energia Electria Paulista"
"CTPZY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","COMPANHIA TRN E PFD S/ADR","Brazil","Companhia de Transmissao de Energia Electria Paulista"
"CTRYF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","COUNTRY GARDENS HLDGS CO","Hong Kong","Country Garden Holdings Co., Ltd."
"CTRYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","COUNTRY GARDEN HL UNS/ADR","Hong Kong","Country Garden Holdings Co., Ltd."
"CTTAY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","CONTL AG S/ADR","Germany","Continental AG"
"CTTC","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","CALMARE THERAPEUTICS INC","USA","Calmare Therapeutics Inc."
"CTTH","OTC Link","27/10/2015","OTCQB","N","Common Stock","","CTT PHARMACEUTICAL HLDGS","Canada","CTT Pharmaceutical Holdings, Inc."
"CTUY","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","CENTURY NEXT FINANCIAL CP","USA","Century Next Financial Corp"
"CTVEF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","CERTIVE SOLUTIONS INC","USA","Certive Solutions, Inc."
"CTVIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","CHINA TRAVEL INTL INVS","China","China Travel International Investment Hong Kong Ltd."
"CTVZ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CHINA TRAVEL RESORT HLDGS","China","China Travel Resort Holdings, Inc."
"CTWSP","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","CONN WATER SVC INC .90 PR","USA","Connecticut Water Service, Inc."
